date,city,country,latitude,longitude,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,wind_max_kmh,humidity_pct
2020-11-07,Paris,Europe,48.86,2.35,16.5,6.2,11.1,0.0,12.4,88
2020-11-08,Paris,Europe,48.86,2.35,17.7,10.4,13.2,0.3,15.1,87
2020-11-09,Paris,Europe,48.86,2.35,17.1,8.4,11.8,0.1,9.4,93
2020-11-10,Paris,Europe,48.86,2.35,14.4,8.1,11.4,2.1,10.2,95
2020-11-11,Paris,Europe,48.86,2.35,12.8,8.1,10.5,0.2,17.1,92
2020-11-12,Paris,Europe,48.86,2.35,13.9,7.5,11.1,0.7,20.1,80
2020-11-13,Paris,Europe,48.86,2.35,15.3,7.9,12.0,1.6,19.9,87
2020-11-14,Paris,Europe,48.86,2.35,16.4,10.5,13.0,1.1,21.8,82
2020-11-15,Paris,Europe,48.86,2.35,15.6,10.6,13.4,5.1,37.4,77
2020-11-16,Paris,Europe,48.86,2.35,12.3,10.6,11.4,0.2,30.9,73
2020-11-17,Paris,Europe,48.86,2.35,13.7,8.7,11.4,0.0,15.8,83
2020-11-18,Paris,Europe,48.86,2.35,15.9,6.4,10.9,0.0,19.4,83
2020-11-19,Paris,Europe,48.86,2.35,14.4,7.2,9.6,1.9,29.5,80
2020-11-20,Paris,Europe,48.86,2.35,8.9,2.4,6.3,0.0,10.6,85
2020-11-21,Paris,Europe,48.86,2.35,10.2,3.8,6.4,0.0,13.0,81
2020-11-22,Paris,Europe,48.86,2.35,10.5,3.8,6.8,0.2,9.3,85
2020-11-23,Paris,Europe,48.86,2.35,12.2,6.2,8.8,0.1,7.6,91
2020-11-24,Paris,Europe,48.86,2.35,9.1,3.2,5.8,0.0,12.2,90
2020-11-25,Paris,Europe,48.86,2.35,11.6,4.1,7.5,0.0,12.6,87
2020-11-26,Paris,Europe,48.86,2.35,10.6,1.5,5.0,0.0,10.7,94
2020-11-27,Paris,Europe,48.86,2.35,10.6,3.2,6.0,0.1,10.8,96
2020-11-28,Paris,Europe,48.86,2.35,10.8,1.8,5.0,0.0,10.5,91
2020-11-29,Paris,Europe,48.86,2.35,4.6,0.3,2.6,0.0,13.0,90
2020-11-30,Paris,Europe,48.86,2.35,7.6,-2.9,2.0,0.1,18.4,88
2020-12-01,Paris,Europe,48.86,2.35,8.9,4.9,7.0,1.2,26.0,83
2020-12-02,Paris,Europe,48.86,2.35,8.5,5.8,6.8,0.8,18.5,85
2020-12-03,Paris,Europe,48.86,2.35,8.0,5.7,6.5,8.1,30.2,92
2020-12-04,Paris,Europe,48.86,2.35,8.1,2.0,5.3,1.5,35.5,80
2020-12-05,Paris,Europe,48.86,2.35,6.2,1.3,3.8,2.5,25.2,87
2020-12-06,Paris,Europe,48.86,2.35,5.8,2.0,3.8,1.2,17.4,90
2020-12-07,Paris,Europe,48.86,2.35,5.1,-0.2,2.4,0.0,11.5,95
2020-12-08,Paris,Europe,48.86,2.35,4.6,-1.2,1.0,0.0,13.2,92
2020-12-09,Paris,Europe,48.86,2.35,4.6,-1.8,1.3,0.0,11.9,94
2020-12-10,Paris,Europe,48.86,2.35,6.2,2.7,4.5,0.0,16.7,87
2020-12-11,Paris,Europe,48.86,2.35,11.1,5.6,8.2,19.3,26.8,93
2020-12-12,Paris,Europe,48.86,2.35,10.4,4.9,7.7,3.2,21.3,92
2020-12-13,Paris,Europe,48.86,2.35,8.9,2.5,5.4,1.3,22.7,91
2020-12-14,Paris,Europe,48.86,2.35,11.4,8.6,9.9,4.2,23.4,91
2020-12-15,Paris,Europe,48.86,2.35,11.9,6.4,9.3,9.7,17.0,92
2020-12-16,Paris,Europe,48.86,2.35,10.0,6.2,8.2,0.2,19.0,92
2020-12-17,Paris,Europe,48.86,2.35,11.0,7.1,8.9,2.8,21.5,91
2020-12-18,Paris,Europe,48.86,2.35,10.3,5.8,7.5,0.0,17.9,92
2020-12-19,Paris,Europe,48.86,2.35,11.1,6.4,9.2,1.3,23.3,91
2020-12-20,Paris,Europe,48.86,2.35,10.9,6.6,8.4,0.1,22.2,89
2020-12-21,Paris,Europe,48.86,2.35,13.6,6.7,10.1,12.0,26.7,92
2020-12-22,Paris,Europe,48.86,2.35,14.7,12.9,13.9,6.5,27.2,90
2020-12-23,Paris,Europe,48.86,2.35,13.6,8.9,12.0,18.0,28.7,85
2020-12-24,Paris,Europe,48.86,2.35,9.4,2.5,6.3,9.5,30.3,86
2020-12-25,Paris,Europe,48.86,2.35,5.7,0.4,3.3,0.6,22.1,89
2020-12-26,Paris,Europe,48.86,2.35,4.9,-0.6,2.6,0.0,26.2,87
2020-12-27,Paris,Europe,48.86,2.35,8.1,4.1,6.2,17.0,45.2,87
2020-12-28,Paris,Europe,48.86,2.35,6.2,1.8,3.5,8.4,27.2,91
2020-12-29,Paris,Europe,48.86,2.35,5.2,1.6,3.5,2.3,20.1,92
2020-12-30,Paris,Europe,48.86,2.35,6.3,0.7,3.7,1.3,16.3,90
2020-12-31,Paris,Europe,48.86,2.35,5.9,-1.8,3.5,3.2,21.7,91
2021-01-01,Paris,Europe,48.86,2.35,3.6,-2.2,0.2,0.0,8.7,90
2021-01-02,Paris,Europe,48.86,2.35,3.3,-2.7,0.6,0.2,8.4,94
2021-01-03,Paris,Europe,48.86,2.35,3.5,0.3,1.8,0.1,10.6,93
2021-01-04,Paris,Europe,48.86,2.35,2.8,1.3,2.0,0.1,16.5,90
2021-01-05,Paris,Europe,48.86,2.35,3.1,1.1,1.9,0.2,14.1,90
2021-01-06,Paris,Europe,48.86,2.35,3.8,0.3,2.4,0.6,12.4,93
2021-01-07,Paris,Europe,48.86,2.35,3.7,-0.8,1.5,0.9,9.8,95
2021-01-08,Paris,Europe,48.86,2.35,3.3,-1.6,0.6,0.0,8.1,91
2021-01-09,Paris,Europe,48.86,2.35,3.4,-2.5,0.5,0.0,16.8,88
2021-01-10,Paris,Europe,48.86,2.35,3.2,-2.7,-0.2,0.0,10.8,92
2021-01-11,Paris,Europe,48.86,2.35,5.1,-2.7,1.8,0.0,20.2,92
2021-01-12,Paris,Europe,48.86,2.35,9.1,4.8,6.8,8.4,28.1,90
2021-01-13,Paris,Europe,48.86,2.35,9.8,4.7,7.3,1.5,25.6,94
2021-01-14,Paris,Europe,48.86,2.35,10.1,5.7,8.6,6.5,28.0,90
2021-01-15,Paris,Europe,48.86,2.35,3.1,0.1,1.6,0.1,26.6,76
2021-01-16,Paris,Europe,48.86,2.35,5.5,-1.1,0.9,7.1,20.6,82
2021-01-17,Paris,Europe,48.86,2.35,6.8,1.8,4.4,1.4,19.9,90
2021-01-18,Paris,Europe,48.86,2.35,7.6,0.2,4.2,0.0,17.7,85
2021-01-19,Paris,Europe,48.86,2.35,7.4,4.7,5.7,5.5,27.7,85
2021-01-20,Paris,Europe,48.86,2.35,12.2,6.2,9.5,0.2,37.8,61
2021-01-21,Paris,Europe,48.86,2.35,11.4,5.7,8.8,11.6,42.0,81
2021-01-22,Paris,Europe,48.86,2.35,8.7,2.7,5.1,4.0,32.9,88
2021-01-23,Paris,Europe,48.86,2.35,5.7,0.6,2.8,6.2,22.5,93
2021-01-24,Paris,Europe,48.86,2.35,3.0,-2.0,0.9,3.1,24.0,89
2021-01-25,Paris,Europe,48.86,2.35,4.9,-0.7,2.1,0.6,26.0,83
2021-01-26,Paris,Europe,48.86,2.35,4.4,-1.0,1.6,1.2,16.6,78
2021-01-27,Paris,Europe,48.86,2.35,8.2,2.5,5.7,4.6,17.9,90
2021-01-28,Paris,Europe,48.86,2.35,14.1,8.1,11.4,9.2,30.6,89
2021-01-29,Paris,Europe,48.86,2.35,11.6,6.7,10.0,3.5,34.7,80
2021-01-30,Paris,Europe,48.86,2.35,12.7,5.9,9.5,13.2,22.5,88
2021-01-31,Paris,Europe,48.86,2.35,10.2,7.3,8.3,11.9,9.6,94
2021-02-01,Paris,Europe,48.86,2.35,9.9,5.0,8.3,1.7,18.2,88
2021-02-02,Paris,Europe,48.86,2.35,14.2,6.1,11.1,3.0,24.3,85
2021-02-03,Paris,Europe,48.86,2.35,12.8,5.9,10.6,4.8,35.0,82
2021-02-04,Paris,Europe,48.86,2.35,11.4,4.6,8.0,2.2,13.4,91
2021-02-05,Paris,Europe,48.86,2.35,11.2,5.7,7.8,0.4,12.0,91
2021-02-06,Paris,Europe,48.86,2.35,8.8,6.1,7.3,14.2,15.0,94
2021-02-07,Paris,Europe,48.86,2.35,6.8,-0.2,3.2,3.4,18.2,86
2021-02-08,Paris,Europe,48.86,2.35,0.6,-1.6,-0.5,0.1,10.7,75
2021-02-09,Paris,Europe,48.86,2.35,-0.6,-3.9,-2.0,0.1,21.3,72
2021-02-10,Paris,Europe,48.86,2.35,-0.9,-5.6,-3.4,1.9,22.3,59
2021-02-11,Paris,Europe,48.86,2.35,0.9,-5.9,-3.0,0.0,23.5,60
2021-02-12,Paris,Europe,48.86,2.35,1.4,-4.2,-2.3,0.0,22.7,50
2021-02-13,Paris,Europe,48.86,2.35,0.3,-5.7,-3.3,0.0,22.0,43
2021-02-14,Paris,Europe,48.86,2.35,3.4,-5.5,-1.3,0.0,19.0,49
2021-02-15,Paris,Europe,48.86,2.35,7.9,1.1,4.3,3.4,20.9,81
2021-02-16,Paris,Europe,48.86,2.35,12.2,3.9,7.8,1.2,21.5,83
2021-02-17,Paris,Europe,48.86,2.35,12.2,5.8,9.1,0.2,28.3,85
2021-02-18,Paris,Europe,48.86,2.35,11.4,5.4,8.5,6.9,24.5,81
2021-02-19,Paris,Europe,48.86,2.35,13.9,3.8,8.4,0.0,20.2,87
2021-02-20,Paris,Europe,48.86,2.35,17.6,7.8,12.2,0.0,23.4,69
2021-02-21,Paris,Europe,48.86,2.35,17.0,6.2,11.3,0.0,16.6,67
2021-02-22,Paris,Europe,48.86,2.35,16.4,6.4,11.6,0.3,17.4,70
2021-02-23,Paris,Europe,48.86,2.35,17.4,9.9,12.9,0.0,28.5,78
2021-02-24,Paris,Europe,48.86,2.35,18.6,9.0,12.7,0.0,16.6,79
2021-02-25,Paris,Europe,48.86,2.35,16.8,7.7,11.9,0.2,14.2,79
2021-02-26,Paris,Europe,48.86,2.35,11.4,4.3,8.7,1.6,18.4,79
2021-02-27,Paris,Europe,48.86,2.35,10.3,1.4,5.2,0.0,20.0,78
2021-02-28,Paris,Europe,48.86,2.35,11.1,1.8,5.6,0.0,20.1,76
2021-03-01,Paris,Europe,48.86,2.35,13.2,0.1,5.8,0.0,12.4,77
2021-03-02,Paris,Europe,48.86,2.35,16.5,0.9,7.5,0.0,10.4,81
2021-03-03,Paris,Europe,48.86,2.35,17.3,5.3,10.5,1.0,10.1,77
2021-03-04,Paris,Europe,48.86,2.35,11.9,6.0,8.7,0.8,15.9,87
2021-03-05,Paris,Europe,48.86,2.35,5.9,3.3,4.6,0.0,20.5,65
2021-03-06,Paris,Europe,48.86,2.35,8.6,-0.7,3.4,0.0,19.5,57
2021-03-07,Paris,Europe,48.86,2.35,8.9,-3.8,2.3,0.0,11.6,67
2021-03-08,Paris,Europe,48.86,2.35,7.2,-2.2,2.4,0.0,13.6,70
2021-03-09,Paris,Europe,48.86,2.35,10.9,-0.9,4.8,0.0,14.2,73
2021-03-10,Paris,Europe,48.86,2.35,9.4,0.6,5.6,1.4,26.9,76
2021-03-11,Paris,Europe,48.86,2.35,13.9,6.3,10.3,3.4,36.3,76
2021-03-12,Paris,Europe,48.86,2.35,11.7,4.6,7.6,4.6,31.0,76
2021-03-13,Paris,Europe,48.86,2.35,10.4,4.3,7.9,6.6,39.0,76
2021-03-14,Paris,Europe,48.86,2.35,10.8,3.3,6.6,2.6,27.4,75
2021-03-15,Paris,Europe,48.86,2.35,11.0,5.1,8.4,3.8,24.9,81
2021-03-16,Paris,Europe,48.86,2.35,9.9,2.6,7.0,2.7,26.3,92
2021-03-17,Paris,Europe,48.86,2.35,9.6,4.6,7.0,2.1,29.0,79
2021-03-18,Paris,Europe,48.86,2.35,7.7,2.5,5.4,2.1,16.9,86
2021-03-19,Paris,Europe,48.86,2.35,8.4,2.5,5.3,1.6,31.4,69
2021-03-20,Paris,Europe,48.86,2.35,8.2,0.1,3.8,0.0,16.9,78
2021-03-21,Paris,Europe,48.86,2.35,11.2,1.4,6.3,0.2,21.1,78
2021-03-22,Paris,Europe,48.86,2.35,8.5,1.3,5.3,0.0,12.4,73
2021-03-23,Paris,Europe,48.86,2.35,12.7,1.4,6.6,0.0,8.1,75
2021-03-24,Paris,Europe,48.86,2.35,16.9,0.6,8.1,0.0,14.3,74
2021-03-25,Paris,Europe,48.86,2.35,13.2,3.8,8.5,0.8,12.4,78
2021-03-26,Paris,Europe,48.86,2.35,14.4,4.2,8.9,3.3,28.5,72
2021-03-27,Paris,Europe,48.86,2.35,11.9,3.7,7.6,0.1,26.8,72
2021-03-28,Paris,Europe,48.86,2.35,15.6,3.9,9.6,0.0,19.3,69
2021-03-29,Paris,Europe,48.86,2.35,20.5,3.8,11.6,0.0,13.2,65
2021-03-30,Paris,Europe,48.86,2.35,22.7,5.8,13.2,0.0,12.5,69
2021-03-31,Paris,Europe,48.86,2.35,23.8,5.8,15.0,0.0,11.8,68
2021-04-01,Paris,Europe,48.86,2.35,23.6,7.5,15.7,0.0,16.6,67
2021-04-02,Paris,Europe,48.86,2.35,12.3,4.8,9.0,0.0,23.5,65
2021-04-03,Paris,Europe,48.86,2.35,10.7,4.0,7.0,0.0,24.5,63
2021-04-04,Paris,Europe,48.86,2.35,12.1,1.4,6.5,0.0,15.5,73
2021-04-05,Paris,Europe,48.86,2.35,9.6,-0.6,4.7,0.7,22.2,76
2021-04-06,Paris,Europe,48.86,2.35,6.8,-2.5,2.3,1.3,24.0,60
2021-04-07,Paris,Europe,48.86,2.35,8.9,-2.5,3.6,0.0,22.1,62
2021-04-08,Paris,Europe,48.86,2.35,11.9,1.6,6.4,0.1,9.1,67
2021-04-09,Paris,Europe,48.86,2.35,15.9,2.4,9.1,5.5,17.1,68
2021-04-10,Paris,Europe,48.86,2.35,14.1,7.3,10.0,16.3,23.8,88
2021-04-11,Paris,Europe,48.86,2.35,8.2,2.3,6.0,1.5,23.1,76
2021-04-12,Paris,Europe,48.86,2.35,10.5,-0.7,4.9,0.3,18.6,72
2021-04-13,Paris,Europe,48.86,2.35,10.8,-0.2,5.3,0.0,14.3,64
2021-04-14,Paris,Europe,48.86,2.35,11.1,-0.9,5.6,0.0,17.0,59
2021-04-15,Paris,Europe,48.86,2.35,10.5,0.9,5.7,0.3,19.6,64
2021-04-16,Paris,Europe,48.86,2.35,10.2,0.5,6.0,0.0,20.9,62
2021-04-17,Paris,Europe,48.86,2.35,13.4,4.0,8.7,0.0,19.1,62
2021-04-18,Paris,Europe,48.86,2.35,13.6,0.9,7.7,0.0,12.3,70
2021-04-19,Paris,Europe,48.86,2.35,16.0,1.9,9.5,0.0,10.4,70
2021-04-20,Paris,Europe,48.86,2.35,17.1,6.3,11.3,0.2,10.2,67
2021-04-21,Paris,Europe,48.86,2.35,17.6,3.3,11.4,0.3,17.0,70
2021-04-22,Paris,Europe,48.86,2.35,16.2,5.2,10.7,0.0,18.9,59
2021-04-23,Paris,Europe,48.86,2.35,18.1,4.2,11.3,0.0,18.5,51
2021-04-24,Paris,Europe,48.86,2.35,19.1,4.8,12.2,0.0,18.9,50
2021-04-25,Paris,Europe,48.86,2.35,16.4,6.2,11.2,0.0,27.0,50
2021-04-26,Paris,Europe,48.86,2.35,18.0,4.8,11.4,0.0,22.7,47
2021-04-27,Paris,Europe,48.86,2.35,18.5,3.7,11.6,0.0,11.8,44
2021-04-28,Paris,Europe,48.86,2.35,19.3,6.1,11.8,1.3,19.2,57
2021-04-29,Paris,Europe,48.86,2.35,13.6,6.2,9.8,0.5,16.6,64
2021-04-30,Paris,Europe,48.86,2.35,13.6,5.4,9.3,0.1,13.5,58
2021-05-01,Paris,Europe,48.86,2.35,10.6,6.8,8.6,2.7,11.0,72
2021-05-02,Paris,Europe,48.86,2.35,13.4,3.3,8.5,1.9,12.6,74
2021-05-03,Paris,Europe,48.86,2.35,16.6,3.0,10.6,0.2,25.2,59
2021-05-04,Paris,Europe,48.86,2.35,14.6,8.6,11.2,3.4,33.4,64
2021-05-05,Paris,Europe,48.86,2.35,13.3,5.8,8.9,1.4,26.5,60
2021-05-06,Paris,Europe,48.86,2.35,10.9,6.4,8.4,6.6,17.1,77
2021-05-07,Paris,Europe,48.86,2.35,15.0,3.7,9.9,0.0,12.2,62
2021-05-08,Paris,Europe,48.86,2.35,21.0,7.7,14.2,0.6,27.7,65
2021-05-09,Paris,Europe,48.86,2.35,26.5,13.4,19.0,0.4,30.3,63
2021-05-10,Paris,Europe,48.86,2.35,18.3,10.6,14.9,5.1,25.2,70
2021-05-11,Paris,Europe,48.86,2.35,15.7,7.6,12.2,0.5,19.5,71
2021-05-12,Paris,Europe,48.86,2.35,15.2,7.3,11.6,1.3,16.6,75
2021-05-13,Paris,Europe,48.86,2.35,15.4,8.5,11.6,3.4,21.3,75
2021-05-14,Paris,Europe,48.86,2.35,14.0,7.1,10.5,4.4,22.9,82
2021-05-15,Paris,Europe,48.86,2.35,15.8,8.8,11.6,4.3,25.1,79
2021-05-16,Paris,Europe,48.86,2.35,17.0,9.1,12.5,7.2,23.7,78
2021-05-17,Paris,Europe,48.86,2.35,15.4,9.6,12.2,4.8,27.0,77
2021-05-18,Paris,Europe,48.86,2.35,15.8,8.8,12.0,2.6,18.8,73
2021-05-19,Paris,Europe,48.86,2.35,14.2,8.6,11.2,6.2,26.6,75
2021-05-20,Paris,Europe,48.86,2.35,17.1,5.6,12.2,0.0,27.9,68
2021-05-21,Paris,Europe,48.86,2.35,16.5,11.1,13.6,0.3,32.9,59
2021-05-22,Paris,Europe,48.86,2.35,16.3,9.4,12.2,2.5,35.0,65
2021-05-23,Paris,Europe,48.86,2.35,16.5,7.7,12.6,0.1,25.5,64
2021-05-24,Paris,Europe,48.86,2.35,16.0,9.2,12.2,5.2,30.9,66
2021-05-25,Paris,Europe,48.86,2.35,15.1,7.6,11.3,3.1,29.2,70
2021-05-26,Paris,Europe,48.86,2.35,15.0,10.0,11.9,7.2,28.5,78
2021-05-27,Paris,Europe,48.86,2.35,18.4,5.3,12.8,0.0,8.7,72
2021-05-28,Paris,Europe,48.86,2.35,20.5,9.1,14.8,0.0,15.4,71
2021-05-29,Paris,Europe,48.86,2.35,21.6,9.2,15.9,0.0,18.9,64
2021-05-30,Paris,Europe,48.86,2.35,22.1,10.8,16.8,0.0,16.5,58
2021-05-31,Paris,Europe,48.86,2.35,23.2,10.4,17.5,0.0,19.4,56
2021-06-01,Paris,Europe,48.86,2.35,26.6,10.1,19.1,0.0,14.2,58
2021-06-02,Paris,Europe,48.86,2.35,26.1,13.6,20.1,4.2,21.7,76
2021-06-03,Paris,Europe,48.86,2.35,25.9,16.5,20.4,4.2,9.2,79
2021-06-04,Paris,Europe,48.86,2.35,20.7,14.7,17.1,11.6,17.1,88
2021-06-05,Paris,Europe,48.86,2.35,19.7,13.6,16.5,0.3,18.6,74
2021-06-06,Paris,Europe,48.86,2.35,21.9,10.9,16.9,0.0,14.1,68
2021-06-07,Paris,Europe,48.86,2.35,22.4,13.2,18.1,0.0,12.9,68
2021-06-08,Paris,Europe,48.86,2.35,24.3,11.8,18.6,0.0,8.9,67
2021-06-09,Paris,Europe,48.86,2.35,26.1,12.8,20.1,0.0,11.8,65
2021-06-10,Paris,Europe,48.86,2.35,25.6,15.1,20.6,0.0,14.7,63
2021-06-11,Paris,Europe,48.86,2.35,25.1,13.9,20.2,0.0,14.7,70
2021-06-12,Paris,Europe,48.86,2.35,22.9,14.5,19.0,0.0,17.9,75
2021-06-13,Paris,Europe,48.86,2.35,25.7,13.9,20.0,0.0,15.0,56
2021-06-14,Paris,Europe,48.86,2.35,29.6,12.9,21.9,0.0,15.8,55
2021-06-15,Paris,Europe,48.86,2.35,29.5,15.4,22.9,0.0,15.1,61
2021-06-16,Paris,Europe,48.86,2.35,32.0,17.2,25.6,0.1,14.4,58
2021-06-17,Paris,Europe,48.86,2.35,28.6,20.5,24.0,6.6,20.8,69
2021-06-18,Paris,Europe,48.86,2.35,26.1,19.1,22.2,4.8,30.6,75
2021-06-19,Paris,Europe,48.86,2.35,24.3,16.2,20.0,10.2,18.2,83
2021-06-20,Paris,Europe,48.86,2.35,23.5,15.3,19.4,0.8,16.9,75
2021-06-21,Paris,Europe,48.86,2.35,23.5,16.8,19.7,2.6,14.0,74
2021-06-22,Paris,Europe,48.86,2.35,19.9,13.6,15.9,13.7,21.3,88
2021-06-23,Paris,Europe,48.86,2.35,16.9,12.6,14.7,0.2,19.1,78
2021-06-24,Paris,Europe,48.86,2.35,19.5,12.1,15.3,0.0,15.9,69
2021-06-25,Paris,Europe,48.86,2.35,21.6,9.2,15.7,9.8,12.3,81
2021-06-26,Paris,Europe,48.86,2.35,20.8,14.9,17.6,6.9,13.9,84
2021-06-27,Paris,Europe,48.86,2.35,21.5,16.4,18.8,7.4,12.2,81
2021-06-28,Paris,Europe,48.86,2.35,21.9,14.9,18.2,5.1,12.0,83
2021-06-29,Paris,Europe,48.86,2.35,18.5,12.0,15.4,4.0,10.1,86
2021-06-30,Paris,Europe,48.86,2.35,18.0,13.6,15.3,3.0,16.6,84
2021-07-01,Paris,Europe,48.86,2.35,21.0,12.1,16.6,0.2,11.2,78
2021-07-02,Paris,Europe,48.86,2.35,24.5,12.4,19.2,1.6,9.3,77
2021-07-03,Paris,Europe,48.86,2.35,23.4,16.7,20.1,1.0,13.4,74
2021-07-04,Paris,Europe,48.86,2.35,21.6,15.2,17.6,17.2,18.8,86
2021-07-05,Paris,Europe,48.86,2.35,21.4,14.9,18.0,4.9,17.8,79
2021-07-06,Paris,Europe,48.86,2.35,20.9,15.7,18.4,2.9,35.0,66
2021-07-07,Paris,Europe,48.86,2.35,20.9,14.2,17.4,0.7,15.8,70
2021-07-08,Paris,Europe,48.86,2.35,20.6,12.9,17.4,0.5,14.2,75
2021-07-09,Paris,Europe,48.86,2.35,21.0,14.4,17.8,0.1,7.4,76
2021-07-10,Paris,Europe,48.86,2.35,19.3,14.7,17.2,2.6,11.4,82
2021-07-11,Paris,Europe,48.86,2.35,22.4,12.6,18.1,0.4,8.9,76
2021-07-12,Paris,Europe,48.86,2.35,22.1,14.7,17.9,10.9,16.6,86
2021-07-13,Paris,Europe,48.86,2.35,18.5,15.4,16.8,20.9,16.3,91
2021-07-14,Paris,Europe,48.86,2.35,19.9,15.1,17.2,7.8,27.7,82
2021-07-15,Paris,Europe,48.86,2.35,23.0,16.6,19.8,0.0,26.3,72
2021-07-16,Paris,Europe,48.86,2.35,19.5,15.2,17.3,0.0,17.4,76
2021-07-17,Paris,Europe,48.86,2.35,23.3,13.6,18.6,0.0,17.2,77
2021-07-18,Paris,Europe,48.86,2.35,27.6,15.7,21.6,0.0,22.2,72
2021-07-19,Paris,Europe,48.86,2.35,28.2,16.3,22.5,0.0,16.6,69
2021-07-20,Paris,Europe,48.86,2.35,27.2,15.9,21.9,0.0,13.2,70
2021-07-21,Paris,Europe,48.86,2.35,27.6,15.0,22.1,0.1,12.0,68
2021-07-22,Paris,Europe,48.86,2.35,27.7,16.1,22.4,0.0,14.8,62
2021-07-23,Paris,Europe,48.86,2.35,29.0,16.0,23.1,0.0,20.9,63
2021-07-24,Paris,Europe,48.86,2.35,25.1,17.9,21.6,0.2,17.7,64
2021-07-25,Paris,Europe,48.86,2.35,21.8,16.6,18.8,10.0,23.2,83
2021-07-26,Paris,Europe,48.86,2.35,22.3,14.9,18.5,5.0,14.8,83
2021-07-27,Paris,Europe,48.86,2.35,19.5,16.3,18.0,5.0,21.4,84
2021-07-28,Paris,Europe,48.86,2.35,22.4,15.4,18.9,0.0,25.2,65
2021-07-29,Paris,Europe,48.86,2.35,21.5,14.3,18.4,0.0,17.1,62
2021-07-30,Paris,Europe,48.86,2.35,22.8,14.8,18.7,0.0,29.3,63
2021-07-31,Paris,Europe,48.86,2.35,21.9,13.6,17.8,0.6,18.5,67
2021-08-01,Paris,Europe,48.86,2.35,22.5,13.4,17.8,0.6,16.8,71
2021-08-02,Paris,Europe,48.86,2.35,22.0,13.6,17.7,3.5,15.9,78
2021-08-03,Paris,Europe,48.86,2.35,18.8,13.9,16.3,3.7,16.7,78
2021-08-04,Paris,Europe,48.86,2.35,19.4,11.6,16.0,3.1,6.9,79
2021-08-05,Paris,Europe,48.86,2.35,22.6,13.9,18.2,1.8,23.9,77
2021-08-06,Paris,Europe,48.86,2.35,21.6,15.6,18.6,0.9,28.2,70
2021-08-07,Paris,Europe,48.86,2.35,22.0,13.2,17.6,1.9,31.7,71
2021-08-08,Paris,Europe,48.86,2.35,21.2,12.9,17.3,0.2,26.6,65
2021-08-09,Paris,Europe,48.86,2.35,21.9,13.8,17.7,0.6,22.4,70
2021-08-10,Paris,Europe,48.86,2.35,23.8,15.6,19.2,3.1,15.5,76
2021-08-11,Paris,Europe,48.86,2.35,24.8,13.8,19.7,0.0,7.6,71
2021-08-12,Paris,Europe,48.86,2.35,29.0,13.6,21.6,0.4,10.9,72
2021-08-13,Paris,Europe,48.86,2.35,27.0,15.9,21.2,0.0,13.1,66
2021-08-14,Paris,Europe,48.86,2.35,28.3,14.2,21.4,0.0,8.1,61
2021-08-15,Paris,Europe,48.86,2.35,30.0,16.3,22.2,0.0,24.2,63
2021-08-16,Paris,Europe,48.86,2.35,20.6,15.6,18.1,1.8,26.3,67
2021-08-17,Paris,Europe,48.86,2.35,19.0,12.4,16.6,0.2,21.2,71
2021-08-18,Paris,Europe,48.86,2.35,20.7,15.8,17.9,0.6,16.6,75
2021-08-19,Paris,Europe,48.86,2.35,20.4,14.5,17.5,0.0,13.1,75
2021-08-20,Paris,Europe,48.86,2.35,23.0,13.9,19.1,0.0,8.0,69
2021-08-21,Paris,Europe,48.86,2.35,26.1,14.4,20.2,0.6,18.4,70
2021-08-22,Paris,Europe,48.86,2.35,21.1,15.4,18.5,0.6,22.9,71
2021-08-23,Paris,Europe,48.86,2.35,21.2,14.9,18.1,0.4,20.3,77
2021-08-24,Paris,Europe,48.86,2.35,23.4,14.2,18.9,0.0,24.5,64
2021-08-25,Paris,Europe,48.86,2.35,24.0,12.7,18.6,0.0,19.6,60
2021-08-26,Paris,Europe,48.86,2.35,20.6,12.4,16.6,0.0,19.7,74
2021-08-27,Paris,Europe,48.86,2.35,21.0,12.8,17.1,0.0,17.7,66
2021-08-28,Paris,Europe,48.86,2.35,20.5,11.0,16.3,0.2,18.3,73
2021-08-29,Paris,Europe,48.86,2.35,19.1,12.4,16.1,0.5,17.3,74
2021-08-30,Paris,Europe,48.86,2.35,21.6,13.9,17.8,0.1,22.1,74
2021-08-31,Paris,Europe,48.86,2.35,22.3,14.6,18.1,0.0,20.9,68
2021-09-01,Paris,Europe,48.86,2.35,22.4,14.1,17.6,0.0,22.3,71
2021-09-02,Paris,Europe,48.86,2.35,24.8,11.7,18.2,0.0,19.3,65
2021-09-03,Paris,Europe,48.86,2.35,27.0,12.1,19.9,0.4,10.1,69
2021-09-04,Paris,Europe,48.86,2.35,25.9,17.2,20.8,1.7,8.5,77
2021-09-05,Paris,Europe,48.86,2.35,27.5,17.6,21.7,1.3,14.7,80
2021-09-06,Paris,Europe,48.86,2.35,28.2,14.8,21.8,0.0,11.2,63
2021-09-07,Paris,Europe,48.86,2.35,29.2,14.6,22.3,0.0,19.9,57
2021-09-08,Paris,Europe,48.86,2.35,30.1,17.0,23.3,0.0,17.3,58
2021-09-09,Paris,Europe,48.86,2.35,26.4,18.0,22.2,0.8,17.9,74
2021-09-10,Paris,Europe,48.86,2.35,22.2,16.7,19.3,11.1,12.3,86
