date,city,country,latitude,longitude,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,wind_max_kmh,humidity_pct
2017-06-23,Paris,Europe,48.86,2.35,23.4,15.9,19.8,0.0,15.7,61
2017-06-24,Paris,Europe,48.86,2.35,24.5,14.9,20.3,0.0,18.4,55
2017-06-25,Paris,Europe,48.86,2.35,25.6,17.0,21.1,0.0,20.1,61
2017-06-26,Paris,Europe,48.86,2.35,27.2,15.4,21.6,0.0,16.1,63
2017-06-27,Paris,Europe,48.86,2.35,25.5,18.2,20.8,2.3,12.6,75
2017-06-28,Paris,Europe,48.86,2.35,22.8,16.1,18.7,4.7,20.5,81
2017-06-29,Paris,Europe,48.86,2.35,20.8,14.9,17.4,1.6,21.0,69
2017-06-30,Paris,Europe,48.86,2.35,19.4,14.6,16.6,4.4,20.0,75
2017-07-01,Paris,Europe,48.86,2.35,20.0,13.9,16.1,4.2,19.6,82
2017-07-02,Paris,Europe,48.86,2.35,21.2,12.2,16.7,0.8,19.1,79
2017-07-03,Paris,Europe,48.86,2.35,23.6,12.6,18.0,0.1,15.5,71
2017-07-04,Paris,Europe,48.86,2.35,26.0,12.4,19.4,0.0,8.8,71
2017-07-05,Paris,Europe,48.86,2.35,30.4,14.8,23.1,0.0,11.3,64
2017-07-06,Paris,Europe,48.86,2.35,32.0,19.0,25.5,2.1,17.9,62
2017-07-07,Paris,Europe,48.86,2.35,31.2,19.2,24.8,0.0,14.8,60
2017-07-08,Paris,Europe,48.86,2.35,28.9,17.1,23.3,0.0,13.7,56
2017-07-09,Paris,Europe,48.86,2.35,27.0,18.5,22.5,6.5,16.0,67
2017-07-10,Paris,Europe,48.86,2.35,22.9,17.0,19.3,5.0,16.4,79
2017-07-11,Paris,Europe,48.86,2.35,23.6,14.4,19.1,1.5,20.7,67
2017-07-12,Paris,Europe,48.86,2.35,22.6,17.1,19.6,6.4,24.8,70
2017-07-13,Paris,Europe,48.86,2.35,22.4,14.4,17.6,1.5,14.5,69
2017-07-14,Paris,Europe,48.86,2.35,23.3,14.9,18.5,0.1,24.9,61
2017-07-15,Paris,Europe,48.86,2.35,25.3,12.0,19.0,0.0,13.3,63
2017-07-16,Paris,Europe,48.86,2.35,27.4,17.1,21.5,2.4,15.8,67
2017-07-17,Paris,Europe,48.86,2.35,28.9,15.6,22.8,0.0,15.8,66
2017-07-18,Paris,Europe,48.86,2.35,33.2,18.6,25.5,2.7,17.3,59
2017-07-19,Paris,Europe,48.86,2.35,30.6,21.0,24.9,2.5,22.5,62
2017-07-20,Paris,Europe,48.86,2.35,22.6,17.0,20.0,1.7,28.6,66
2017-07-21,Paris,Europe,48.86,2.35,27.9,13.8,19.9,0.0,21.2,54
2017-07-22,Paris,Europe,48.86,2.35,21.4,16.5,18.7,2.4,17.9,63
2017-07-23,Paris,Europe,48.86,2.35,21.5,13.9,17.5,4.6,26.6,64
2017-07-24,Paris,Europe,48.86,2.35,20.0,14.0,16.4,4.0,24.9,80
2017-07-25,Paris,Europe,48.86,2.35,21.0,14.6,17.7,1.2,21.0,72
2017-07-26,Paris,Europe,48.86,2.35,23.6,12.3,18.4,0.5,20.4,75
2017-07-27,Paris,Europe,48.86,2.35,21.3,16.8,18.7,1.9,18.4,73
2017-07-28,Paris,Europe,48.86,2.35,22.5,15.4,19.2,0.0,23.2,61
2017-07-29,Paris,Europe,48.86,2.35,27.1,17.5,21.8,1.8,23.8,64
2017-07-30,Paris,Europe,48.86,2.35,24.8,18.4,21.4,0.2,26.3,59
2017-07-31,Paris,Europe,48.86,2.35,25.0,14.2,19.6,0.9,15.7,63
2017-08-01,Paris,Europe,48.86,2.35,26.2,15.2,19.9,0.9,14.6,66
2017-08-02,Paris,Europe,48.86,2.35,28.0,15.9,21.2,0.0,16.6,55
2017-08-03,Paris,Europe,48.86,2.35,26.5,18.5,22.0,3.0,26.8,55
2017-08-04,Paris,Europe,48.86,2.35,25.4,17.2,20.7,1.2,20.9,60
2017-08-05,Paris,Europe,48.86,2.35,22.6,15.2,19.1,4.4,23.2,66
2017-08-06,Paris,Europe,48.86,2.35,23.5,11.2,17.6,0.0,11.9,60
2017-08-07,Paris,Europe,48.86,2.35,26.4,11.6,19.7,0.0,14.3,49
2017-08-08,Paris,Europe,48.86,2.35,19.6,14.1,16.4,9.7,20.8,77
2017-08-09,Paris,Europe,48.86,2.35,19.1,11.9,15.0,7.7,8.8,80
2017-08-10,Paris,Europe,48.86,2.35,20.0,10.8,15.0,1.5,12.8,79
2017-08-11,Paris,Europe,48.86,2.35,21.2,11.8,16.2,0.7,19.9,75
2017-08-12,Paris,Europe,48.86,2.35,20.6,13.8,17.0,1.5,21.2,77
2017-08-13,Paris,Europe,48.86,2.35,21.7,12.1,17.4,0.0,10.3,69
2017-08-14,Paris,Europe,48.86,2.35,26.9,11.4,19.6,0.0,15.1,62
2017-08-15,Paris,Europe,48.86,2.35,25.5,18.5,21.6,1.2,21.3,68
2017-08-16,Paris,Europe,48.86,2.35,24.5,12.9,19.2,0.0,11.3,71
2017-08-17,Paris,Europe,48.86,2.35,23.2,16.2,19.5,8.1,24.8,80
2017-08-18,Paris,Europe,48.86,2.35,21.2,14.2,18.4,21.9,18.0,81
2017-08-19,Paris,Europe,48.86,2.35,19.8,11.8,16.0,1.2,22.0,68
2017-08-20,Paris,Europe,48.86,2.35,20.8,10.8,16.1,0.0,10.4,68
2017-08-21,Paris,Europe,48.86,2.35,22.9,15.6,18.8,0.2,11.0,72
2017-08-22,Paris,Europe,48.86,2.35,27.4,15.2,20.8,0.0,12.3,80
2017-08-23,Paris,Europe,48.86,2.35,28.5,15.8,21.4,0.2,23.9,72
2017-08-24,Paris,Europe,48.86,2.35,23.9,13.6,19.0,1.4,11.0,71
2017-08-25,Paris,Europe,48.86,2.35,23.0,15.6,19.3,16.1,12.1,84
2017-08-26,Paris,Europe,48.86,2.35,27.2,16.6,21.4,0.0,10.9,79
2017-08-27,Paris,Europe,48.86,2.35,27.6,17.5,22.2,0.0,9.8,74
2017-08-28,Paris,Europe,48.86,2.35,29.5,16.4,23.0,0.0,9.8,73
2017-08-29,Paris,Europe,48.86,2.35,32.5,16.7,25.2,0.0,9.2,65
2017-08-30,Paris,Europe,48.86,2.35,24.1,14.7,19.6,4.7,18.7,82
2017-08-31,Paris,Europe,48.86,2.35,20.0,12.0,15.8,1.5,18.4,73
2017-09-01,Paris,Europe,48.86,2.35,21.0,13.1,16.3,0.4,17.1,68
2017-09-02,Paris,Europe,48.86,2.35,20.4,11.8,15.3,0.7,17.7,73
2017-09-03,Paris,Europe,48.86,2.35,21.3,9.8,16.0,0.0,11.5,65
2017-09-04,Paris,Europe,48.86,2.35,23.1,15.7,19.1,0.0,11.5,69
2017-09-05,Paris,Europe,48.86,2.35,22.5,16.6,19.8,0.4,21.5,76
2017-09-06,Paris,Europe,48.86,2.35,20.0,14.8,17.3,0.2,22.1,66
2017-09-07,Paris,Europe,48.86,2.35,20.1,12.9,16.5,0.7,18.7,70
2017-09-08,Paris,Europe,48.86,2.35,18.8,13.6,16.3,10.7,31.6,81
2017-09-09,Paris,Europe,48.86,2.35,17.1,11.8,14.5,4.5,22.3,79
2017-09-10,Paris,Europe,48.86,2.35,19.1,10.6,15.0,1.6,27.3,72
2017-09-11,Paris,Europe,48.86,2.35,17.9,12.4,15.0,1.0,30.9,71
2017-09-12,Paris,Europe,48.86,2.35,17.9,11.9,14.9,0.2,24.2,70
2017-09-13,Paris,Europe,48.86,2.35,19.0,14.4,16.2,27.5,36.5,81
2017-09-14,Paris,Europe,48.86,2.35,15.9,11.3,13.4,6.7,33.1,71
2017-09-15,Paris,Europe,48.86,2.35,15.5,8.9,11.7,0.9,16.4,81
2017-09-16,Paris,Europe,48.86,2.35,14.8,6.1,10.6,4.2,8.3,84
2017-09-17,Paris,Europe,48.86,2.35,16.0,7.8,11.2,5.3,9.1,87
2017-09-18,Paris,Europe,48.86,2.35,16.9,7.3,11.5,3.8,17.9,83
2017-09-19,Paris,Europe,48.86,2.35,16.9,9.3,12.4,6.6,14.2,79
2017-09-20,Paris,Europe,48.86,2.35,17.3,6.3,12.1,0.1,9.0,79
2017-09-21,Paris,Europe,48.86,2.35,20.1,7.9,14.2,0.0,13.6,73
2017-09-22,Paris,Europe,48.86,2.35,18.7,9.9,14.2,0.2,11.4,80
2017-09-23,Paris,Europe,48.86,2.35,19.9,7.1,13.4,0.0,9.8,78
2017-09-24,Paris,Europe,48.86,2.35,21.8,9.4,15.3,0.0,10.8,78
2017-09-25,Paris,Europe,48.86,2.35,19.8,13.5,16.2,0.0,10.2,77
2017-09-26,Paris,Europe,48.86,2.35,20.2,14.2,16.3,1.0,8.8,86
2017-09-27,Paris,Europe,48.86,2.35,19.1,11.1,15.2,0.0,14.1,85
2017-09-28,Paris,Europe,48.86,2.35,19.9,14.4,17.2,1.7,13.0,84
2017-09-29,Paris,Europe,48.86,2.35,24.1,14.6,18.7,4.3,15.6,81
2017-09-30,Paris,Europe,48.86,2.35,17.9,13.1,15.6,0.9,15.1,73
2017-10-01,Paris,Europe,48.86,2.35,15.5,12.1,13.9,7.2,21.0,88
2017-10-02,Paris,Europe,48.86,2.35,19.5,15.1,17.2,2.0,25.2,82
2017-10-03,Paris,Europe,48.86,2.35,16.1,11.6,13.9,3.8,16.1,75
2017-10-04,Paris,Europe,48.86,2.35,17.2,7.6,12.2,0.0,13.0,78
2017-10-05,Paris,Europe,48.86,2.35,17.9,9.4,12.8,1.7,29.1,83
2017-10-06,Paris,Europe,48.86,2.35,15.4,6.9,11.0,0.1,20.6,75
2017-10-07,Paris,Europe,48.86,2.35,15.8,5.1,10.9,2.4,21.2,76
2017-10-08,Paris,Europe,48.86,2.35,16.5,12.3,14.0,0.7,18.4,85
2017-10-09,Paris,Europe,48.86,2.35,17.8,9.1,13.4,0.0,12.4,80
2017-10-10,Paris,Europe,48.86,2.35,17.4,13.8,15.1,2.5,17.5,81
2017-10-11,Paris,Europe,48.86,2.35,18.9,12.6,15.6,0.6,20.6,75
2017-10-12,Paris,Europe,48.86,2.35,19.6,13.7,16.1,0.8,17.2,82
2017-10-13,Paris,Europe,48.86,2.35,21.2,11.6,16.2,0.0,10.3,83
2017-10-14,Paris,Europe,48.86,2.35,21.9,9.4,15.5,0.0,10.0,84
2017-10-15,Paris,Europe,48.86,2.35,23.1,10.9,16.4,0.1,16.2,81
2017-10-16,Paris,Europe,48.86,2.35,24.9,14.1,18.7,0.0,16.6,78
2017-10-17,Paris,Europe,48.86,2.35,22.0,11.9,16.3,0.0,9.4,88
2017-10-18,Paris,Europe,48.86,2.35,20.6,11.9,15.3,0.0,12.2,82
2017-10-19,Paris,Europe,48.86,2.35,21.5,11.7,16.4,0.1,26.2,76
2017-10-20,Paris,Europe,48.86,2.35,16.0,10.8,13.9,5.8,26.6,70
2017-10-21,Paris,Europe,48.86,2.35,17.1,11.1,14.6,1.5,29.7,68
2017-10-22,Paris,Europe,48.86,2.35,13.1,9.9,11.2,1.4,28.2,69
2017-10-23,Paris,Europe,48.86,2.35,14.1,9.9,12.1,4.3,19.8,86
2017-10-24,Paris,Europe,48.86,2.35,19.0,13.4,15.3,2.9,15.3,90
2017-10-25,Paris,Europe,48.86,2.35,18.6,10.9,14.6,0.0,11.5,87
2017-10-26,Paris,Europe,48.86,2.35,14.8,9.2,12.2,0.1,6.3,97
2017-10-27,Paris,Europe,48.86,2.35,16.1,7.6,12.3,0.9,15.9,84
2017-10-28,Paris,Europe,48.86,2.35,14.1,4.7,9.8,0.0,19.8,81
2017-10-29,Paris,Europe,48.86,2.35,15.1,9.1,12.4,1.1,24.4,81
2017-10-30,Paris,Europe,48.86,2.35,11.9,5.2,8.1,0.0,16.3,77
2017-10-31,Paris,Europe,48.86,2.35,11.8,2.3,6.6,0.0,10.2,86
2017-11-01,Paris,Europe,48.86,2.35,14.3,4.2,8.2,0.0,12.3,80
2017-11-02,Paris,Europe,48.86,2.35,14.1,7.3,10.9,0.1,12.6,85
2017-11-03,Paris,Europe,48.86,2.35,15.9,8.9,11.7,0.0,10.5,86
2017-11-04,Paris,Europe,48.86,2.35,14.9,9.9,12.0,2.0,26.3,89
2017-11-05,Paris,Europe,48.86,2.35,10.4,4.8,7.7,3.0,23.0,80
2017-11-06,Paris,Europe,48.86,2.35,10.6,3.2,5.9,0.0,14.0,78
2017-11-07,Paris,Europe,48.86,2.35,9.2,-1.0,3.6,0.0,8.8,82
2017-11-08,Paris,Europe,48.86,2.35,7.7,0.9,4.7,0.6,8.3,81
2017-11-09,Paris,Europe,48.86,2.35,10.9,4.6,7.5,0.0,11.4,81
2017-11-10,Paris,Europe,48.86,2.35,12.3,8.2,10.0,0.6,21.0,87
2017-11-11,Paris,Europe,48.86,2.35,12.8,7.8,10.8,8.4,28.3,89
2017-11-12,Paris,Europe,48.86,2.35,12.0,5.6,8.7,12.6,35.1,83
2017-11-13,Paris,Europe,48.86,2.35,9.1,3.7,6.5,0.0,24.9,76
2017-11-14,Paris,Europe,48.86,2.35,10.4,0.9,5.7,0.0,8.4,83
2017-11-15,Paris,Europe,48.86,2.35,9.6,6.4,7.4,0.2,7.3,88
2017-11-16,Paris,Europe,48.86,2.35,10.3,4.9,7.0,0.0,6.6,88
2017-11-17,Paris,Europe,48.86,2.35,10.6,3.2,7.7,0.0,8.2,91
2017-11-18,Paris,Europe,48.86,2.35,8.9,2.5,5.9,0.3,18.3,88
2017-11-19,Paris,Europe,48.86,2.35,9.9,3.3,7.7,0.0,20.5,80
2017-11-20,Paris,Europe,48.86,2.35,10.6,2.0,7.3,0.3,22.5,89
2017-11-21,Paris,Europe,48.86,2.35,10.6,8.6,9.7,0.6,17.7,88
2017-11-22,Paris,Europe,48.86,2.35,13.8,6.9,10.6,0.0,23.3,74
2017-11-23,Paris,Europe,48.86,2.35,15.1,10.4,13.2,2.4,34.9,72
2017-11-24,Paris,Europe,48.86,2.35,12.9,8.0,10.7,2.3,28.3,86
2017-11-25,Paris,Europe,48.86,2.35,8.0,2.5,5.1,0.5,22.0,88
2017-11-26,Paris,Europe,48.86,2.35,7.7,1.9,4.2,0.0,19.4,80
2017-11-27,Paris,Europe,48.86,2.35,8.4,4.4,6.7,6.1,30.2,86
2017-11-28,Paris,Europe,48.86,2.35,9.2,1.6,6.3,10.1,26.9,89
2017-11-29,Paris,Europe,48.86,2.35,5.6,-0.1,2.4,0.9,16.2,92
2017-11-30,Paris,Europe,48.86,2.35,4.0,-0.1,2.2,1.5,18.8,88
2017-12-01,Paris,Europe,48.86,2.35,4.4,-0.2,2.0,0.2,17.4,85
2017-12-02,Paris,Europe,48.86,2.35,2.2,-0.7,0.6,0.0,10.8,88
2017-12-03,Paris,Europe,48.86,2.35,4.8,-2.3,1.3,1.6,11.7,92
2017-12-04,Paris,Europe,48.86,2.35,8.6,2.8,5.5,0.0,13.7,94
2017-12-05,Paris,Europe,48.86,2.35,8.6,3.2,5.4,0.1,8.4,94
2017-12-06,Paris,Europe,48.86,2.35,7.2,1.9,5.1,0.0,13.1,92
2017-12-07,Paris,Europe,48.86,2.35,9.8,2.2,5.1,5.3,35.0,91
2017-12-08,Paris,Europe,48.86,2.35,6.4,0.3,3.5,2.3,25.2,84
2017-12-09,Paris,Europe,48.86,2.35,4.7,-1.2,1.4,0.3,16.1,83
2017-12-10,Paris,Europe,48.86,2.35,10.6,1.5,6.3,14.2,36.6,86
2017-12-11,Paris,Europe,48.86,2.35,9.6,2.6,6.5,13.8,41.7,85
2017-12-12,Paris,Europe,48.86,2.35,5.6,-0.2,2.5,0.6,18.1,84
2017-12-13,Paris,Europe,48.86,2.35,9.0,2.0,6.5,8.9,31.0,89
2017-12-14,Paris,Europe,48.86,2.35,7.2,4.0,5.6,3.2,37.0,79
2017-12-15,Paris,Europe,48.86,2.35,6.1,3.2,4.4,2.7,23.6,88
2017-12-16,Paris,Europe,48.86,2.35,5.7,1.4,3.7,0.5,21.4,85
2017-12-17,Paris,Europe,48.86,2.35,5.7,-1.2,3.0,1.5,19.4,90
2017-12-18,Paris,Europe,48.86,2.35,8.7,2.8,6.4,4.2,22.6,88
2017-12-19,Paris,Europe,48.86,2.35,5.2,0.2,2.8,0.0,10.5,96
2017-12-20,Paris,Europe,48.86,2.35,9.1,3.1,6.7,0.1,12.6,90
2017-12-21,Paris,Europe,48.86,2.35,9.9,8.0,9.1,0.8,13.8,97
2017-12-22,Paris,Europe,48.86,2.35,10.6,6.6,8.7,0.9,15.3,95
2017-12-23,Paris,Europe,48.86,2.35,9.8,7.3,8.7,0.0,13.2,94
2017-12-24,Paris,Europe,48.86,2.35,9.6,7.9,8.7,0.5,15.1,91
2017-12-25,Paris,Europe,48.86,2.35,8.3,4.1,6.3,0.1,23.5,90
2017-12-26,Paris,Europe,48.86,2.35,8.1,4.4,6.6,5.8,34.6,82
2017-12-27,Paris,Europe,48.86,2.35,6.5,2.5,5.0,5.1,36.4,86
2017-12-28,Paris,Europe,48.86,2.35,5.5,-0.3,2.0,0.0,20.5,82
2017-12-29,Paris,Europe,48.86,2.35,8.1,-0.2,4.2,6.3,35.7,86
2017-12-30,Paris,Europe,48.86,2.35,14.9,6.3,12.1,6.8,31.7,86
2017-12-31,Paris,Europe,48.86,2.35,14.1,8.8,12.4,0.9,35.9,75
2018-01-01,Paris,Europe,48.86,2.35,9.1,6.6,7.7,3.9,41.8,75
2018-01-02,Paris,Europe,48.86,2.35,11.9,4.7,7.9,3.3,27.3,84
2018-01-03,Paris,Europe,48.86,2.35,13.4,7.9,9.9,11.2,43.7,76
2018-01-04,Paris,Europe,48.86,2.35,13.4,8.2,11.0,11.2,33.8,88
2018-01-05,Paris,Europe,48.86,2.35,10.4,5.2,8.8,1.3,28.0,87
2018-01-06,Paris,Europe,48.86,2.35,8.1,4.3,6.4,0.1,16.9,92
2018-01-07,Paris,Europe,48.86,2.35,6.7,5.0,5.9,2.8,25.2,89
2018-01-08,Paris,Europe,48.86,2.35,8.6,2.8,4.9,0.2,17.6,89
2018-01-09,Paris,Europe,48.86,2.35,7.8,1.9,4.8,2.7,16.9,95
2018-01-10,Paris,Europe,48.86,2.35,9.5,4.5,7.2,6.3,18.1,88
2018-01-11,Paris,Europe,48.86,2.35,7.2,2.0,5.1,2.5,11.1,95
2018-01-12,Paris,Europe,48.86,2.35,6.6,4.3,5.3,0.0,8.9,93
2018-01-13,Paris,Europe,48.86,2.35,6.9,3.1,4.8,0.0,17.1,87
2018-01-14,Paris,Europe,48.86,2.35,6.7,-0.6,2.3,0.0,7.6,92
2018-01-15,Paris,Europe,48.86,2.35,9.9,4.3,6.8,8.2,39.5,87
2018-01-16,Paris,Europe,48.86,2.35,9.3,5.3,7.6,8.3,34.3,83
2018-01-17,Paris,Europe,48.86,2.35,7.8,3.0,5.2,2.5,33.6,74
2018-01-18,Paris,Europe,48.86,2.35,11.2,6.2,8.7,5.7,39.6,83
2018-01-19,Paris,Europe,48.86,2.35,6.9,3.5,4.9,0.6,23.6,82
2018-01-20,Paris,Europe,48.86,2.35,10.6,3.2,6.8,9.4,30.4,90
2018-01-21,Paris,Europe,48.86,2.35,11.4,5.1,7.0,9.1,25.4,93
2018-01-22,Paris,Europe,48.86,2.35,12.0,6.6,10.2,11.0,26.2,91
2018-01-23,Paris,Europe,48.86,2.35,12.1,4.8,8.3,0.2,22.1,90
2018-01-24,Paris,Europe,48.86,2.35,13.0,10.9,11.9,0.9,30.4,83
2018-01-25,Paris,Europe,48.86,2.35,11.6,6.4,8.7,7.2,30.0,88
2018-01-26,Paris,Europe,48.86,2.35,8.9,3.0,5.5,0.1,11.8,88
2018-01-27,Paris,Europe,48.86,2.35,6.1,0.9,3.5,0.1,18.5,93
2018-01-28,Paris,Europe,48.86,2.35,11.1,5.4,9.2,0.2,19.1,88
2018-01-29,Paris,Europe,48.86,2.35,11.1,9.4,10.1,0.4,20.9,83
2018-01-30,Paris,Europe,48.86,2.35,11.3,8.1,9.6,0.5,18.0,86
2018-01-31,Paris,Europe,48.86,2.35,9.9,5.2,8.3,12.8,32.8,87
2018-02-01,Paris,Europe,48.86,2.35,7.1,1.8,3.7,0.9,20.8,81
2018-02-02,Paris,Europe,48.86,2.35,6.6,1.1,3.5,2.1,20.9,84
2018-02-03,Paris,Europe,48.86,2.35,5.6,-0.1,2.9,1.5,14.7,90
2018-02-04,Paris,Europe,48.86,2.35,4.2,-0.6,2.3,2.0,24.9,82
2018-02-05,Paris,Europe,48.86,2.35,2.4,-3.8,-0.2,2.7,20.5,82
2018-02-06,Paris,Europe,48.86,2.35,1.2,-0.8,0.2,12.5,18.1,88
2018-02-07,Paris,Europe,48.86,2.35,0.3,-8.2,-2.0,8.0,19.7,85
2018-02-08,Paris,Europe,48.86,2.35,1.2,-8.6,-4.8,0.0,14.3,82
2018-02-09,Paris,Europe,48.86,2.35,1.6,-7.4,-1.8,4.5,16.6,85
2018-02-10,Paris,Europe,48.86,2.35,3.8,-6.3,0.1,2.2,25.2,85
2018-02-11,Paris,Europe,48.86,2.35,7.7,2.0,5.3,3.5,27.0,82
2018-02-12,Paris,Europe,48.86,2.35,6.1,-1.7,1.8,0.0,16.6,71
2018-02-13,Paris,Europe,48.86,2.35,5.0,-1.3,1.2,1.3,26.0,79
2018-02-14,Paris,Europe,48.86,2.35,5.1,-2.7,2.1,1.9,23.8,88
2018-02-15,Paris,Europe,48.86,2.35,10.7,4.6,8.3,7.2,21.7,93
2018-02-16,Paris,Europe,48.86,2.35,9.0,-1.5,4.4,0.0,9.7,82
2018-02-17,Paris,Europe,48.86,2.35,8.9,1.5,4.8,2.9,10.9,80
2018-02-18,Paris,Europe,48.86,2.35,9.1,-1.2,3.9,0.0,12.6,84
2018-02-19,Paris,Europe,48.86,2.35,5.8,1.6,3.9,4.3,9.9,87
2018-02-20,Paris,Europe,48.86,2.35,6.4,2.5,4.7,3.0,11.7,89
2018-02-21,Paris,Europe,48.86,2.35,5.4,-1.9,1.6,0.0,20.2,77
2018-02-22,Paris,Europe,48.86,2.35,5.3,-3.2,0.8,0.0,22.4,68
2018-02-23,Paris,Europe,48.86,2.35,4.3,-3.2,0.2,0.0,21.8,60
2018-02-24,Paris,Europe,48.86,2.35,5.9,-2.4,1.0,0.0,23.2,54
2018-02-25,Paris,Europe,48.86,2.35,3.0,-3.2,-0.6,0.0,23.4,49
2018-02-26,Paris,Europe,48.86,2.35,-0.2,-4.9,-2.7,0.0,29.1,45
2018-02-27,Paris,Europe,48.86,2.35,-2.0,-6.2,-4.0,0.0,21.9,47
2018-02-28,Paris,Europe,48.86,2.35,-0.2,-7.5,-3.9,0.0,27.0,37
2018-03-01,Paris,Europe,48.86,2.35,4.4,-3.2,0.1,1.2,23.1,58
2018-03-02,Paris,Europe,48.86,2.35,8.5,-1.2,2.9,3.0,18.8,80
2018-03-03,Paris,Europe,48.86,2.35,11.6,-2.6,4.0,0.2,13.6,82
2018-03-04,Paris,Europe,48.86,2.35,7.7,1.6,4.9,6.6,16.4,91
2018-03-05,Paris,Europe,48.86,2.35,12.4,2.0,6.9,0.0,16.5,83
2018-03-06,Paris,Europe,48.86,2.35,10.8,4.3,7.1,0.7,17.2,81
2018-03-07,Paris,Europe,48.86,2.35,9.9,3.5,5.8,4.8,25.3,85
2018-03-08,Paris,Europe,48.86,2.35,9.5,4.1,6.3,11.6,33.6,86
2018-03-09,Paris,Europe,48.86,2.35,14.1,5.1,9.0,4.3,18.0,86
2018-03-10,Paris,Europe,48.86,2.35,17.5,9.8,12.2,6.4,20.6,84
2018-03-11,Paris,Europe,48.86,2.35,17.2,9.1,12.6,12.8,20.7,76
2018-03-12,Paris,Europe,48.86,2.35,12.2,8.4,10.3,1.9,33.9,73
2018-03-13,Paris,Europe,48.86,2.35,11.1,6.4,9.0,1.3,26.3,78
2018-03-14,Paris,Europe,48.86,2.35,14.6,3.3,9.2,0.0,27.8,70
2018-03-15,Paris,Europe,48.86,2.35,13.7,7.8,9.9,8.3,18.7,75
2018-03-16,Paris,Europe,48.86,2.35,12.1,5.8,8.5,0.1,16.6,80
2018-03-17,Paris,Europe,48.86,2.35,8.7,1.5,3.7,3.6,19.3,94
2018-03-18,Paris,Europe,48.86,2.35,2.5,-1.2,0.7,1.6,18.6,79
2018-03-19,Paris,Europe,48.86,2.35,3.0,-2.2,0.8,0.9,17.7,72
2018-03-20,Paris,Europe,48.86,2.35,7.4,-3.0,2.5,0.1,27.0,61
2018-03-21,Paris,Europe,48.86,2.35,7.2,-0.1,3.1,0.0,15.1,74
2018-03-22,Paris,Europe,48.86,2.35,8.6,-1.1,4.4,0.0,21.5,77
2018-03-23,Paris,Europe,48.86,2.35,7.0,2.2,5.0,0.8,19.6,79
2018-03-24,Paris,Europe,48.86,2.35,12.9,5.1,7.8,1.7,14.8,78
2018-03-25,Paris,Europe,48.86,2.35,14.4,2.0,8.7,0.0,13.1,75
2018-03-26,Paris,Europe,48.86,2.35,13.1,4.1,8.3,0.1,12.6,70
2018-03-27,Paris,Europe,48.86,2.35,12.5,4.5,7.9,8.4,22.9,85
2018-03-28,Paris,Europe,48.86,2.35,13.2,3.2,8.2,5.8,30.4,84
2018-03-29,Paris,Europe,48.86,2.35,11.5,1.8,6.5,2.3,24.1,76
2018-03-30,Paris,Europe,48.86,2.35,10.5,3.5,6.4,2.7,30.8,81
2018-03-31,Paris,Europe,48.86,2.35,11.4,2.8,6.9,1.0,18.2,75
2018-04-01,Paris,Europe,48.86,2.35,10.9,5.0,7.6,1.3,21.0,72
2018-04-02,Paris,Europe,48.86,2.35,15.6,5.8,10.1,3.9,19.9,70
2018-04-03,Paris,Europe,48.86,2.35,15.3,7.1,11.2,4.3,28.4,80
2018-04-04,Paris,Europe,48.86,2.35,14.1,7.4,10.4,5.1,26.2,79
2018-04-05,Paris,Europe,48.86,2.35,10.3,5.2,8.6,1.0,25.1,68
2018-04-06,Paris,Europe,48.86,2.35,18.6,4.0,10.8,0.0,21.7,68
2018-04-07,Paris,Europe,48.86,2.35,19.9,9.4,13.5,0.3,19.2,75
2018-04-08,Paris,Europe,48.86,2.35,21.1,8.9,14.3,0.2,16.0,75
2018-04-09,Paris,Europe,48.86,2.35,14.8,9.5,11.8,10.2,13.8,89
2018-04-10,Paris,Europe,48.86,2.35,15.1,8.1,11.5,1.0,22.7,79
2018-04-11,Paris,Europe,48.86,2.35,17.9,5.4,11.8,0.0,11.1,71
2018-04-12,Paris,Europe,48.86,2.35,14.5,7.1,10.8,6.0,10.5,86
2018-04-13,Paris,Europe,48.86,2.35,16.7,6.8,12.0,0.6,15.2,82
2018-04-14,Paris,Europe,48.86,2.35,15.9,6.9,11.6,1.9,16.3,86
2018-04-15,Paris,Europe,48.86,2.35,16.9,7.4,12.5,0.6,19.2,80
2018-04-16,Paris,Europe,48.86,2.35,14.9,5.5,10.9,0.1,10.2,76
2018-04-17,Paris,Europe,48.86,2.35,19.9,6.2,13.4,0.0,15.1,72
2018-04-18,Paris,Europe,48.86,2.35,24.5,6.8,15.9,0.0,17.6,70
2018-04-19,Paris,Europe,48.86,2.35,26.4,9.8,17.7,0.0,11.6,71
2018-04-20,Paris,Europe,48.86,2.35,26.7,13.4,19.4,0.0,11.4,70
2018-04-21,Paris,Europe,48.86,2.35,25.8,12.1,18.9,0.0,11.5,66
2018-04-22,Paris,Europe,48.86,2.35,25.1,14.1,19.3,1.7,22.2,66
2018-04-23,Paris,Europe,48.86,2.35,17.9,10.6,14.4,0.4,17.7,72
2018-04-24,Paris,Europe,48.86,2.35,20.0,7.3,13.9,0.0,18.8,71
2018-04-25,Paris,Europe,48.86,2.35,14.9,9.8,12.6,0.6,20.2,74
2018-04-26,Paris,Europe,48.86,2.35,14.4,6.6,11.0,0.2,20.2,63
